WebQTrn-532	what college did drew bledsoe?	what college did drew bledsoe
WebQTrn-533	where is the mtv headquarters?	where is the mtv headquarters
WebQTrn-534	who does michael vick play for?	who does michael vick play for
WebQTrn-535	what is guatemala current system of government?	what is guatemala current system of government
WebQTrn-536	what is anderson silva trained in?	what is anderson silva trained in
WebQTrn-537	what caused the asian currency crisis?	what caused the asian currency crisis
WebQTrn-538	which countries does russia border?	which countries does russia border
WebQTrn-539	what season did brooke burke won?	what season did brooke burke won
WebQTrn-540	what does pixar produce?	what does pixar produce
WebQTrn-541	what did emily dickinson die of?	what did emily dickinson die of
WebQTrn-542	who was king or queen after james i?	who was king or queen after james i
WebQTrn-543	who played lois lane in superman 1?	who played lois lane in superman 1
WebQTrn-544	what was elie wiesel's father's name?	what was elie wiesel 's father 's name
WebQTrn-545	where is st vincent de paul buried?	where is st vincent de paul buried
WebQTrn-546	what language do fiji people speak?	what language do fiji people speak
WebQTrn-547	what victoria beckham kids names?	what victoria beckham kids names
WebQTrn-548	where is new york in the map?	where is new york in the map
WebQTrn-549	where did france surrender ww2?	where did france surrender ww2
WebQTrn-550	what did jimmy valvano die with?	what did jimmy valvano die with
WebQTrn-551	what teams did charles barkley?	what teams did charles barkley
WebQTrn-552	when was bill clinton elected president?	when was bill clinton elected president
WebQTrn-553	where did giovanni pierluigi da palestrina live?	where did giovanni pierluigi da palestrina live
WebQTrn-554	when was the 2012 calgary stampede?	when was the 2012 calgary stampede
WebQTrn-555	when michael jordan got drafted?	when michael jordan got drafted
WebQTrn-556	what kind of money do the philippines use?	what kind of money do the philippines use
WebQTrn-557	who played dorothy in the wizard of oz movie?	who played dorothy in the wizard of oz movie
WebQTrn-558	who does marion barber play 4?	who does marion barber play 4
WebQTrn-559	what college did james franco go to?	what college did james franco go to
WebQTrn-560	how many teams are there in the ncaa football?	how many teams are there in the ncaa football
WebQTrn-561	who is garrett pretty little liars?	who is garrett pretty little liars
WebQTrn-562	what type of currency should i take to mexico?	what type of currency should i take to mexico
WebQTrn-563	what did lucille ball die of?	what did lucille ball die of
WebQTrn-564	what religion was john f kennedy?	what religion was john f kennedy
WebQTrn-565	where was the earthquake in chile 2010?	where was the earthquake in chile 2010
WebQTrn-566	what style of art does andy warhol do?	what style of art does andy warhol do
WebQTrn-567	what movies did ron howard do?	what movies did ron howard do
WebQTrn-568	what county is charlotte north carolina?	what county is charlotte north carolina
WebQTrn-569	what type of government and economic system does the united states have?	what type of government and economic system does the united states have
WebQTrn-570	who is michelle obama?	who is michelle obama
WebQTrn-571	where did kate middleton go to prep school?	where did kate middleton go to prep school
WebQTrn-572	what type of government does nigeria have today?	what type of government does nigeria have today
WebQTrn-573	what did hans oersted discovered in 1819?	what did hans oersted discovered in 1819
WebQTrn-574	what is the very first harry potter book?	what is the very first harry potter book
WebQTrn-575	what kourtney kardashian name her daughter?	what kourtney kardashian name her daughter
WebQTrn-576	when did the lions last win a thanksgiving game?	when did the lions last win a thanksgiving game
WebQTrn-577	what kind of government does chile have today?	what kind of government does chile have today
WebQTrn-578	where did richard arkwright die?	where did richard arkwright die
WebQTrn-579	who played luke skywalker in star wars episode 4?	who played luke skywalker in star wars episode 4
WebQTrn-580	what movies has taylor lautner?	what movies has taylor lautner
WebQTrn-581	where does sam bradford play?	where does sam bradford play
WebQTrn-582	where did vietnam originate?	where did vietnam originate
WebQTrn-583	what was the first newspaper called in australia?	what was the first newspaper called in australia
WebQTrn-584	where was hackney 2012 held?	where was hackney 2012 held
WebQTrn-585	where does the st louis rams play football?	where does the st louis rams play football
WebQTrn-586	what year did scottie pippen come into the nba?	what year did scottie pippen come into the nba
WebQTrn-587	where are you if you re in zagreb?	where are you if you re in zagreb
WebQTrn-588	which country has won the cricket world cup the most times?	which country has won the cricket world cup the most times
WebQTrn-589	what city was selena gomez born in?	what city was selena gomez born in
WebQTrn-590	who does dominic monaghan play in lord of the rings?	who does dominic monaghan play in lord of the rings
WebQTrn-591	which country does south africa border 2 the north?	which country does south africa border 2 the north
WebQTrn-592	who sang for pink floyd?	who sang for pink floyd
WebQTrn-593	who played john connor friend in terminator 2?	who played john connor friend in terminator 2
WebQTrn-594	what is the current time in nigeria lagos?	what is the current time in nigeria lagos
WebQTrn-595	what shows did henry winkler produce?	what shows did henry winkler produce
WebQTrn-596	what state was texaco gas founded?	what state was texaco gas founded
WebQTrn-597	what is the official language of china and 3 other dialects?	what is the official language of china and 3 other dialects
WebQTrn-598	who is the senator of connecticut 2010?	who is the senator of connecticut 2010
WebQTrn-599	when was the last time the dallas cowboys went to the super bowl?	when was the last time the dallas cowboys went to the super bowl
WebQTrn-600	what episode does rukia fade away?	what episode does rukia fade away
WebQTrn-601	what is brazil time zone?	what is brazil time zone
WebQTrn-602	who wrote john 3 16 in the bible?	who wrote john 3 16 in the bible
WebQTrn-603	what do people in the czech republic speak?	what do people in the czech republic speak
WebQTrn-604	where did bruno mars get his start?	where did bruno mars get his start
WebQTrn-605	who was tex beneke?	who was tex beneke
WebQTrn-606	what are all the things thomas edison invented?	what are all the things thomas edison invented
WebQTrn-607	what does albania speak?	what does albania speak
WebQTrn-608	what is shakira's nationality?	what is shakira 's nationality
WebQTrn-609	where did the sultan of the ottoman empire live?	where did the sultan of the ottoman empire live
WebQTrn-610	who is playing bilbo baggins?	who is playing bilbo baggins
WebQTrn-611	what position did george washington serve in the constitutional convention?	what position did george washington serve in the constitutional convention
WebQTrn-612	where is the 2012 ncaa basketball tournament?	where is the 2012 ncaa basketball tournament
WebQTrn-613	what episode did kate leave ncis?	what episode did kate leave ncis
WebQTrn-614	where are the seneca indians now?	where are the seneca indians now
WebQTrn-615	what did farrah dad do?	what did farrah dad do
WebQTrn-616	where did matt barnes play?	where did matt barnes play
WebQTrn-617	where does the jordan river begin?	where does the jordan river begin
WebQTrn-618	what college did lil wayne graduated from?	what college did lil wayne graduated from
WebQTrn-619	where did rihanna come from?	where did rihanna come from
WebQTrn-620	who does kurt busch drive for now?	who does kurt busch drive for now
WebQTrn-621	what years did the knicks win the championship?	what years did the knicks win the championship
WebQTrn-622	what is the time zone in uk now?	what is the time zone in uk now
WebQTrn-623	what does dustin diamond do now?	what does dustin diamond do now
WebQTrn-624	what state did thomas jefferson live in?	what state did thomas jefferson live in
WebQTrn-625	where are google headquarters located?	where are google headquarters located
WebQTrn-626	who is princess leia?	who is princess leia
WebQTrn-627	what was richard wright known for?	what was richard wright known for
WebQTrn-628	where is the nascar hall of fame?	where is the nascar hall of fame
WebQTrn-629	what do australia call their money?	what do australia call their money
WebQTrn-630	what was the name of wright brothers plane?	what was the name of wright brothers plane
WebQTrn-631	where is located university of leeds?	where is located university of leeds
WebQTrn-632	who is gilbert gottfried snl?	who is gilbert gottfried snl
WebQTrn-633	what language do they denmark?	what language do they denmark
WebQTrn-634	what did martin luther do?	what did martin luther do
WebQTrn-635	what team did grover cleveland alexander play for?	what team did grover cleveland alexander play for
WebQTrn-636	what was eli whitney nationality?	what was eli whitney nationality
WebQTrn-637	what was christiaan barnard famous for?	what was christiaan barnard famous for
WebQTrn-638	where was dwight d. eisenhower from?	where was dwight d. eisenhower from
WebQTrn-639	where do audi come from?	where do audi come from
WebQTrn-640	what team is chris paul on?	what team is chris paul on
WebQTrn-641	what to do washington dc december?	what to do washington dc december
WebQTrn-642	what language is spoken in singapore?	what language is spoken in singapore
WebQTrn-643	who is sanjay gupta married too?	who is sanjay gupta married too
WebQTrn-644	what do singapore speak?	what do singapore speak
WebQTrn-645	what movies did luke perry play in?	what movies did luke perry play in
WebQTrn-646	who wrote the book of st. john?	who wrote the book of st. john
WebQTrn-647	who is kobe bryant dad?	who is kobe bryant dad
WebQTrn-648	what continent does israel belong to?	what continent does israel belong to
WebQTrn-649	what is the capital city of albania?	what is the capital city of albania
WebQTrn-650	where is thomas jefferson's home?	where is thomas jefferson 's home
WebQTrn-651	what is wentworth miller in?	what is wentworth miller in
WebQTrn-652	what is the capital of spain in 2010?	what is the capital of spain in 2010
WebQTrn-653	who killed harvey milk?	who killed harvey milk
WebQTrn-654	what was the title of the first book dr. seuss wrote?	what was the title of the first book dr. seuss wrote
WebQTrn-655	who owns nissan car manufacturer?	who owns nissan car manufacturer
WebQTrn-656	where is the university of west alabama located?	where is the university of west alabama located
WebQTrn-657	what did kenny everett die off?	what did kenny everett die off
WebQTrn-658	what main language do they speak in brazil?	what main language do they speak in brazil
WebQTrn-659	where does joey king live?	where does joey king live
WebQTrn-660	what happened to justin bieber 2012?	what happened to justin bieber 2012
WebQTrn-661	how many australian states and territories?	how many australian states and territories
WebQTrn-662	what was manchester united first name?	what was manchester united first name
WebQTrn-663	who is the governor of hawaii now?	who is the governor of hawaii now
WebQTrn-664	when did herbert hoover become president?	when did herbert hoover become president
WebQTrn-665	where did elvis presley started his career?	where did elvis presley started his career
WebQTrn-666	what happened vince mcmahon?	what happened vince mcmahon
WebQTrn-667	what jobs did harriet tubman have?	what jobs did harriet tubman have
WebQTrn-668	where does unesco operate?	where does unesco operate
WebQTrn-669	what does canada grow for food?	what does canada grow for food
WebQTrn-670	where in the bible does it talk about david?	where in the bible does it talk about david
WebQTrn-671	what does amanda seyfried play in?	what does amanda seyfried play in
WebQTrn-672	what language do people speak in iran?	what language do people speak in iran
WebQTrn-673	what is the jurisdiction of the us supreme court?	what is the jurisdiction of the us supreme court
WebQTrn-674	what voice does hank azaria do on the simpsons?	what voice does hank azaria do on the simpsons
WebQTrn-675	who is the leader of japan?	who is the leader of japan
WebQTrn-676	what time zone is the uk in right now?	what time zone is the uk in right now
WebQTrn-677	what instrument does bela fleck play?	what instrument does bela fleck play
WebQTrn-678	what position does ray allen?	what position does ray allen
WebQTrn-679	what branch is made up of the house of representatives?	what branch is made up of the house of representatives
WebQTrn-680	where did kurds originate from?	where did kurds originate from
WebQTrn-681	where did chancellorsville battle take place?	where did chancellorsville battle take place
WebQTrn-682	what year was the cubs last world series?	what year was the cubs last world series
WebQTrn-683	who is playing hawkeye in the avengers movie?	who is playing hawkeye in the avengers movie
WebQTrn-684	what country speak english as native language?	what country speak english as native language
WebQTrn-685	who was king or queen after victoria?	who was king or queen after victoria
WebQTrn-686	what movie did rihanna play in?	what movie did rihanna play in
WebQTrn-687	when was the last time the oakland raiders were in the super bowl?	when was the last time the oakland raiders were in the super bowl
WebQTrn-688	what religion was mary todd lincoln?	what religion was mary todd lincoln
WebQTrn-689	who is the house of representatives made up of?	who is the house of representatives made up of
WebQTrn-690	who all has jason kidd played for?	who all has jason kidd played for
WebQTrn-691	where is headquarters of verizon?	where is headquarters of verizon
WebQTrn-692	where is the country of cyprus located?	where is the country of cyprus located
WebQTrn-693	who invented dell computer?	who invented dell computer
WebQTrn-694	where did morgan freeman come from?	where did morgan freeman come from
WebQTrn-695	where did bob barker grow up?	where did bob barker grow up
WebQTrn-696	what are king charles spaniels?	what are king charles spaniels
WebQTrn-697	when was the chinese flag designed?	when was the chinese flag designed
WebQTrn-698	where did boston terriers come from?	where did boston terriers come from
WebQTrn-699	what makes einstein smart?	what makes einstein smart
WebQTrn-700	who played juni in spy kids 4?	who played juni in spy kids 4
WebQTrn-701	what year did the new york mets start?	what year did the new york mets start
WebQTrn-702	where did neil gaiman grow up?	where did neil gaiman grow up
WebQTrn-703	what books did aristotle wrote?	what books did aristotle wrote
WebQTrn-704	where is eu headquarters located?	where is eu headquarters located
WebQTrn-705	who runs the cornelia marie now?	who runs the cornelia marie now
WebQTrn-706	where did john muir die?	where did john muir die
WebQTrn-707	where was selena gomez raised?	where was selena gomez raised
WebQTrn-708	what countries are in the andean region?	what countries are in the andean region
WebQTrn-709	who created english alphabet?	who created english alphabet
WebQTrn-710	when was the last time the san francisco giants won a world series?	when was the last time the san francisco giants won a world series
WebQTrn-711	what airport do you fly into for destin?	what airport do you fly into for destin
WebQTrn-712	who played violet's mother in charlie and the chocolate factory?	who played violet 's mother in charlie and the chocolate factory
WebQTrn-713	what country was george washington from?	what country was george washington from
WebQTrn-714	what year did pete rose play?	what year did pete rose play
WebQTrn-715	where does kyla ross live?	where does kyla ross live
WebQTrn-716	when did allen iverson get drafted?	when did allen iverson get drafted
WebQTrn-717	what does jackson browne sing?	what does jackson browne sing
WebQTrn-718	who plays ferris bueller's best friend?	who plays ferris bueller 's best friend
WebQTrn-719	what has anna kendrick been in?	what has anna kendrick been in
WebQTrn-720	what are the major imports of the united states?	what are the major imports of the united states
WebQTrn-721	what are the team colors for the pittsburgh steelers?	what are the team colors for the pittsburgh steelers
WebQTrn-722	what is the current government system in france?	what is the current government system in france
WebQTrn-723	what did roy rogers die of?	what did roy rogers die of
WebQTrn-724	what is calabria italy?	what is calabria italy
WebQTrn-725	what did the new orleans hornets used to be?	what did the new orleans hornets used to be
WebQTrn-726	what are the major religions practiced in israel?	what are the major religions practiced in israel
WebQTrn-727	what does jamaica manufacturer?	what does jamaica manufacturer
WebQTrn-728	what years did andrew jackson run for president?	what years did andrew jackson run for president
WebQTrn-729	what 4 countries make up great britain?	what 4 countries make up great britain
WebQTrn-730	where did madoff live in nyc?	where did madoff live in nyc
WebQTrn-731	how many languages are there in the philippines?	how many languages are there in the philippines
WebQTrn-732	what song is monifah famous for?	what song is monifah famous for
WebQTrn-733	who did heinrich himmler marry?	who did heinrich himmler marry
WebQTrn-734	who carries sherwin williams paint?	who carries sherwin williams paint
WebQTrn-735	who was josh groban in crazy stupid love?	who was josh groban in crazy stupid love
WebQTrn-736	where is the columbia university located?	where is the columbia university located
WebQTrn-737	what team does kris humphries play for in 2011?	what team does kris humphries play for in 2011
WebQTrn-738	what did the scientist thomson discover?	what did the scientist thomson discover
WebQTrn-739	where did john boehner come from?	where did john boehner come from
WebQTrn-740	where did martin luther king junior go to college?	where did martin luther king junior go to college
WebQTrn-741	who was carrie underwood in soul surfer?	who was carrie underwood in soul surfer
WebQTrn-742	who plays lois griffin in family guy?	who plays lois griffin in family guy
WebQTrn-743	what did julian fellowes write?	what did julian fellowes write
WebQTrn-744	where does selena gomez live map?	where does selena gomez live map
WebQTrn-745	who does the islam worship?	who does the islam worship
WebQTrn-746	who was married to lance armstrong?	who was married to lance armstrong
WebQTrn-747	what is venus named for?	what is venus named for
WebQTrn-748	who did john fox coach for?	who did john fox coach for
WebQTrn-749	where are the nuclear plants in uk?	where are the nuclear plants in uk
WebQTrn-750	what years have the dodgers won the world series?	what years have the dodgers won the world series
WebQTrn-751	what did farrah have surgery for?	what did farrah have surgery for
WebQTrn-752	who was the leader of the soviet union in 1945?	who was the leader of the soviet union in 1945
WebQTrn-753	who does john beck play for?	who does john beck play for
WebQTrn-754	what god do catholics believe in?	what god do catholics believe in
WebQTrn-755	what movies have kenya moore produced?	what movies have kenya moore produced
WebQTrn-756	where did robbie hummel go to high school?	where did robbie hummel go to high school
WebQTrn-757	what year did the cleveland indians go to the world series?	what year did the cleveland indians go to the world series
WebQTrn-758	who owns the cleveland browns?	who owns the cleveland browns
WebQTrn-759	what language do jewish speak?	what language do jewish speak
WebQTrn-760	what legal system does germany use?	what legal system does germany use
WebQTrn-761	who does danneel harris play on one tree hill?	who does danneel harris play on one tree hill
WebQTrn-762	what inspired michelangelo?	what inspired michelangelo
WebQTrn-763	what battle did germany surrender in ww2?	what battle did germany surrender in ww2
WebQTrn-764	who was the colts coach in 2011?	who was the colts coach in 2011
WebQTrn-765	what airport is closer to downtown houston?	what airport is closer to downtown houston
WebQTrn-766	where does liz mcclarnon live?	where does liz mcclarnon live
WebQTrn-767	what city is fc schalke 04 in?	what city is fc schalke 04 in
WebQTrn-768	what system of government is used in south korea?	what system of government is used in south korea
WebQTrn-769	where did giovanni da verrazano come from?	where did giovanni da verrazano come from
WebQTrn-770	what airport is close to daytona beach florida?	what airport is close to daytona beach florida
WebQTrn-771	what was omar epps first movie?	what was omar epps first movie
WebQTrn-772	who did the baltimore ravens draft in 2011?	who did the baltimore ravens draft in 2011
WebQTrn-773	who won the governor election in puerto rico?	who won the governor election in puerto rico
WebQTrn-774	where did william shakespeare perform most of his plays?	where did william shakespeare perform most of his plays
WebQTrn-775	what group is aubrey o'day in?	what group is aubrey o'day in
WebQTrn-776	what college did joe namath go to?	what college did joe namath go to
WebQTrn-777	what wild animals live in colorado?	what wild animals live in colorado
WebQTrn-778	where is eu parliament?	where is eu parliament
WebQTrn-779	when does summer start in new england?	when does summer start in new england
WebQTrn-780	who invented arabic alphabet?	who invented arabic alphabet
WebQTrn-781	where was president lyndon johnson from?	where was president lyndon johnson from
WebQTrn-782	what did wagner compose?	what did wagner compose
WebQTrn-783	what language did jewish people speak?	what language did jewish people speak
WebQTrn-784	who does michael oher play for in 2009?	who does michael oher play for in 2009
WebQTrn-785	what years did barry bonds play?	what years did barry bonds play
WebQTrn-786	who played emma frost?	who played emma frost
WebQTrn-787	what does the mayan calendar say about 2012?	what does the mayan calendar say about 2012
WebQTrn-788	what clubs has peter crouch played for?	what clubs has peter crouch played for
WebQTrn-789	who plays the brother in hannah montana?	who plays the brother in hannah montana
WebQTrn-790	what team does lamar odom play for 2011?	what team does lamar odom play for 2011
WebQTrn-791	what highschool did tom brady go to?	what highschool did tom brady go to
WebQTrn-792	who owns skywest?	who owns skywest
WebQTrn-793	who did michael jordan marry?	who did michael jordan marry
WebQTrn-794	where is the syracuse university?	where is the syracuse university
WebQTrn-795	what has mario lopez been in?	what has mario lopez been in
WebQTrn-796	where do logan browning live?	where do logan browning live
WebQTrn-797	when did mcdonalds officially open?	when did mcdonalds officially open
WebQTrn-798	what team does terrell owens play for this year?	what team does terrell owens play for this year
WebQTrn-799	what to do with kids in halifax?	what to do with kids in halifax
WebQTrn-800	where is lake waynoka ohio?	where is lake waynoka ohio
WebQTrn-801	who did jeremy lin sign with?	who did jeremy lin sign with
WebQTrn-802	who will sponsor kevin harvick in 2011?	who will sponsor kevin harvick in 2011
WebQTrn-803	where adidas originate?	where adidas originate
WebQTrn-804	who played emperor palpatine?	who played emperor palpatine
WebQTrn-805	what is 2pm est in philippines?	what is 2pm est in philippines
WebQTrn-806	where are the pyramids of giza located?	where are the pyramids of giza located
WebQTrn-807	when does sally pearson race tonight?	when does sally pearson race tonight
WebQTrn-808	who were demeter's brothers and sisters?	who were demeter 's brothers and sisters
WebQTrn-809	what instrument was louis armstrong famous for?	what instrument was louis armstrong famous for
WebQTrn-810	what date did the san francisco giants win the world series?	what date did the san francisco giants win the world series
WebQTrn-811	what province is canada's capital located in?	what province is canada 's capital located in
WebQTrn-812	on which continent is the usa located?	on which continent is the usa located
WebQTrn-813	where is singapore on a world map?	where is singapore on a world map
WebQTrn-814	what to see in london in june 2012?	what to see in london in june 2012
WebQTrn-815	what is the main language of israel?	what is the main language of israel
WebQTrn-816	what college did kerry collins?	what college did kerry collins
WebQTrn-817	what did bob ross die of?	what did bob ross die of
WebQTrn-818	who was king hussein?	who was king hussein
WebQTrn-819	where did martin luther live in?	where did martin luther live in
WebQTrn-820	where is made kia car?	where is made kia car
WebQTrn-821	what are all the songs nicki minaj is in?	what are all the songs nicki minaj is in
WebQTrn-822	what groups was hitler involved in?	what groups was hitler involved in
WebQTrn-823	what college did magic johnson go to?	what college did magic johnson go to
WebQTrn-824	what kind of language do they speak in greece?	what kind of language do they speak in greece
WebQTrn-825	what to see in chicago downtown?	what to see in chicago downtown
WebQTrn-826	what kind of money does the philippines use?	what kind of money does the philippines use
WebQTrn-827	what did george eastman make?	what did george eastman make
WebQTrn-828	what movies has billy burke been in?	what movies has billy burke been in
WebQTrn-829	who was rudolf virchow?	who was rudolf virchow
WebQTrn-830	who were ulysses s grant and robert e lee?	who were ulysses s grant and robert e lee
WebQTrn-831	what is the last movie brittany murphy made?	what is the last movie brittany murphy made
WebQTrn-832	with which countries does south africa trade?	with which countries does south africa trade
WebQTrn-833	what kind of language do they speak in china?	what kind of language do they speak in china
WebQTrn-834	what office does hillary clinton hold?	what office does hillary clinton hold
WebQTrn-835	where does portuguese language come from?	where does portuguese language come from
WebQTrn-836	what are the major religions in uk?	what are the major religions in uk
WebQTrn-837	where did jennifer hudson go to school?	where did jennifer hudson go to school
WebQTrn-838	what type of guitar does john mayer play?	what type of guitar does john mayer play
WebQTrn-839	when did toronto blue jays become a team?	when did toronto blue jays become a team
WebQTrn-840	what is the zip code for moorpark ca?	what is the zip code for moorpark ca
WebQTrn-841	what continent is the usa located in?	what continent is the usa located in
WebQTrn-842	what is the currency of spain called?	what is the currency of spain called
WebQTrn-843	which country is to the north of the united states of america?	which country is to the north of the united states of america
WebQTrn-844	what 3 states border the pacific ocean?	what 3 states border the pacific ocean
WebQTrn-845	what did mozart do to become famous?	what did mozart do to become famous
WebQTrn-846	where was avril lavigne born?	where was avril lavigne born
WebQTrn-847	what are the 3 official languages of spain?	what are the 3 official languages of spain
WebQTrn-848	what type of government does australia currently have?	what type of government does australia currently have
WebQTrn-849	which countries do germany border?	which countries do germany border
WebQTrn-850	what county is tampa located in?	what county is tampa located in
WebQTrn-851	who has coached the minnesota vikings?	who has coached the minnesota vikings
WebQTrn-852	what movies have queen latifah played in?	what movies have queen latifah played in
WebQTrn-853	what is the short name for stephanie?	what is the short name for stephanie
WebQTrn-854	where are they now jessica mcclure?	where are they now jessica mcclure
WebQTrn-855	what year did tim duncan enter the nba?	what year did tim duncan enter the nba
WebQTrn-856	who played alf on the tv show?	who played alf on the tv show
WebQTrn-857	who was the vice president when bill clinton was in office?	who was the vice president when bill clinton was in office
WebQTrn-858	which countries does south africa export to?	which countries does south africa export to
WebQTrn-859	what to do in downtown waukesha?	what to do in downtown waukesha
WebQTrn-860	what other cars does gm make?	what other cars does gm make
WebQTrn-861	who did george lucas get engaged to?	who did george lucas get engaged to
WebQTrn-862	what movies does leo howard play in?	what movies does leo howard play in
WebQTrn-863	what instruments does john williams use?	what instruments does john williams use
WebQTrn-864	who does messi play with?	who does messi play with
WebQTrn-865	what is the language spoken in brazil?	what is the language spoken in brazil
WebQTrn-866	who was johnny cash's first wife?	who was johnny cash 's first wife
WebQTrn-867	where do tasmanian devils live?	where do tasmanian devils live
WebQTrn-868	what a city in montana?	what a city in montana
WebQTrn-869	what timezone is toronto canada?	what timezone is toronto canada
WebQTrn-870	what was the milwaukee brewers old name?	what was the milwaukee brewers old name
WebQTrn-871	what type of political system does russia have?	what type of political system does russia have
WebQTrn-872	what is the political system in egypt?	what is the political system in egypt
WebQTrn-873	what airport is in kauai hawaii?	what airport is in kauai hawaii
WebQTrn-874	what is kevin durant play style?	what is kevin durant play style
WebQTrn-875	where are vw cc made?	where are vw cc made
WebQTrn-876	what team chris paul play for?	what team chris paul play for
WebQTrn-877	what currency should i take to jamaica?	what currency should i take to jamaica
WebQTrn-878	what is illinois state bird?	what is illinois state bird
WebQTrn-879	what places can you visit in france?	what places can you visit in france
WebQTrn-880	what did richard nixon do for a living before he became president?	what did richard nixon do for a living before he became president
WebQTrn-881	what three continents touch the atlantic ocean?	what three continents touch the atlantic ocean
WebQTrn-882	what language do u speak in egypt?	what language do u speak in egypt
WebQTrn-883	what teams has lionel messi played for?	what teams has lionel messi played for
WebQTrn-884	what countries in north america continent?	what countries in north america continent
WebQTrn-885	what time zone is colorado springs co?	what time zone is colorado springs co
WebQTrn-886	what school did sergio romo go to?	what school did sergio romo go to
WebQTrn-887	who did adam sandler married?	who did adam sandler married
WebQTrn-888	when did the name jehovah first appear?	when did the name jehovah first appear
WebQTrn-889	who play luke skywalker?	who play luke skywalker
WebQTrn-890	what is the best island to visit in greece?	what is the best island to visit in greece
WebQTrn-891	where did john howard live?	where did john howard live
WebQTrn-892	what music did beethoven composed?	what music did beethoven composed
WebQTrn-893	what does the name rome mean?	what does the name rome mean
WebQTrn-894	what inspired scott fitzgerald?	what inspired scott fitzgerald
WebQTrn-895	what did george steinbrenner do?	what did george steinbrenner do
WebQTrn-896	who was hadrian and what did he do?	who was hadrian and what did he do
WebQTrn-897	what influenced langston hughes to write?	what influenced langston hughes to write
WebQTrn-898	where did pablo picasso die?	where did pablo picasso die
WebQTrn-899	what to do in seattle during the summer?	what to do in seattle during the summer
WebQTrn-900	where did henry hudson travel?	where did henry hudson travel
WebQTrn-901	who was judy collins married to?	who was judy collins married to
WebQTrn-902	when was the last time the toronto maple leafs make the playoffs?	when was the last time the toronto maple leafs make the playoffs
WebQTrn-903	what do they speak in cambodia?	what do they speak in cambodia
WebQTrn-904	what kind of insurance does geico offer?	what kind of insurance does geico offer
WebQTrn-905	who is the prime minister of new zealand now?	who is the prime minister of new zealand now
WebQTrn-906	what time is nebraska now?	what time is nebraska now
WebQTrn-907	what did nick carter sister died of?	what did nick carter sister died of
WebQTrn-908	who is james dean?	who is james dean
WebQTrn-909	where did bob dylan live?	where did bob dylan live
WebQTrn-910	who do roman catholics give authority to?	who do roman catholics give authority to
WebQTrn-911	where did pres. obama go to school?	where did pres. obama go to school
WebQTrn-912	who is nina dobrev playing in perks of being a wallflower?	who is nina dobrev playing in perks of being a wallflower
WebQTrn-913	when did moscow burn?	when did moscow burn
WebQTrn-914	what is there to see in barcelona?	what is there to see in barcelona
WebQTrn-915	who is larry ellison oracle?	who is larry ellison oracle
WebQTrn-916	what is the zip code for fort stockton texas?	what is the zip code for fort stockton texas
WebQTrn-917	what teams drafted the morris twins?	what teams drafted the morris twins
WebQTrn-918	what state does obama come from?	what state does obama come from
WebQTrn-919	who does tim howard play for club?	who does tim howard play for club
WebQTrn-920	what did egyptians speak?	what did egyptians speak
WebQTrn-921	what is vanderbilt's mascot?	what is vanderbilt 's mascot
WebQTrn-922	what did whitney houston die off?	what did whitney houston die off
WebQTrn-923	when was george w bush sworn in?	when was george w bush sworn in
WebQTrn-924	what middle school did barack obama attend?	what middle school did barack obama attend
WebQTrn-925	what are the airports in chicago?	what are the airports in chicago
WebQTrn-926	what was van gogh famous for?	what was van gogh famous for
WebQTrn-927	where did jane goodall go to school?	where did jane goodall go to school
WebQTrn-928	who won 2012 presidential election in france?	who won 2012 presidential election in france
WebQTrn-929	what does donald trump own?	what does donald trump own
WebQTrn-930	what did thomson discover with his cathode ray tube experiment?	what did thomson discover with his cathode ray tube experiment
WebQTrn-931	where did emily murphy go to school?	where did emily murphy go to school
WebQTrn-932	what are the major religions in russia?	what are the major religions in russia
WebQTrn-933	what do most nigerians speak?	what do most nigerians speak
WebQTrn-934	who was the general for the british in the revolutionary war?	who was the general for the british in the revolutionary war
WebQTrn-935	what to do at fairfield ca?	what to do at fairfield ca
WebQTrn-936	where president nixon was born?	where president nixon was born
WebQTrn-937	what currency does thailand accept?	what currency does thailand accept
WebQTrn-938	what else did eli whitney invent?	what else did eli whitney invent
WebQTrn-939	who founded collegehumor?	who founded collegehumor
WebQTrn-940	where did barack obama attend school?	where did barack obama attend school
WebQTrn-941	what jobs did albert einstein have?	what jobs did albert einstein have
WebQTrn-942	where to travel around sydney?	where to travel around sydney
WebQTrn-943	what are the names of michael jackson movies?	what are the names of michael jackson movies
WebQTrn-944	what are the islands of oceania?	what are the islands of oceania
WebQTrn-945	what timezone is illinois on?	what timezone is illinois on
WebQTrn-946	what is the currency in france?	what is the currency in france
WebQTrn-947	where is the head office of hsbc bank?	where is the head office of hsbc bank
WebQTrn-948	what is the currency in england 2012?	what is the currency in england 2012
WebQTrn-949	where was martin cooper from?	where was martin cooper from
WebQTrn-950	where is spain exactly located?	where is spain exactly located
WebQTrn-951	what is the currency name of china?	what is the currency name of china
WebQTrn-952	what movies did charlie hunnam play in?	what movies did charlie hunnam play in
WebQTrn-953	what kind of government does italy have?	what kind of government does italy have
WebQTrn-954	what medium is the school of athens?	what medium is the school of athens
WebQTrn-955	what year michael jordan came in the nba?	what year michael jordan came in the nba
WebQTrn-956	what year did florida marlins win the world series?	what year did florida marlins win the world series
